"Title","Authors","Year","Type","DOI","Abstract","Keywords"
"Gut microbes limit growth in house sparrow nestlings (Passer domesticus) but not through limitations in digestive capacity","Kohl KD, Brun A, Bordenstein SR, Caviedes-Vidal E, Karasov WH",2018,"Article","10.1111/1749-4877.12289","Recent research often lauds the services and beneficial effects of host-associated microbes on animals. However, hosting these microbes may come at a cost. For example, germ-free and antibiotic-treated birds generally grow faster than their conventional counterparts. In the wild, juvenile body size is correlated with survival, so hosting a microbiota may incur a fitness cost. Avian altricial nestlings represent an interesting study system in which to investigate these interactions, given that they exhibit the fastest growth rates among vertebrates, and growth is limited by their digestive capacity. We investigated whether reduction and restructuring of the microbiota by antibiotic treatment would: (i) increase growth and food conversion efficiency in nestling house sparrows (Passer domesticus); (ii) alter aspects of gut anatomy or function (particularly activities of digestive carbohydrases and their regulation in response to dietary change); and (iii) whether there were correlations between relative abundances of microbial taxa, digestive function and nestling growth. Antibiotic treatment significantly increased growth and food conversion efficiency in nestlings. Antibiotics did not alter aspects of gut anatomy that we considered but depressed intestinal maltase activity. There were no significant correlations between abundances of microbial taxa and aspects of host physiology. Overall, we conclude that microbial-induced growth limitation in developing birds is not driven by interactions with digestive capacity. Rather, decreased energetic and material costs of immune function or beneficial effects from microbes enriched under antibiotic treatment may underlie these effects. Understanding the costs and tradeoffs of hosting gut microbial communities represents an avenue of future research. © 2017 The Authors. Integrative Zoology published by International Society of Zoological Sciences, Institute of Zoology/Chinese Academy of Sciences and John Wiley & Sons Australia, Ltd","antibiotics; food conversion efficiency; gut microbiota; host-microbe interactions; maltase; antiinfective agent; aging; animal; diet; digestion; drug effects; enzymology; gastrointestinal tract; growth, development and aging; intestine flora; microbiology; physiology; sparrow; aging; animals; anti-bacterial agents; diet; digestion; gastrointestinal microbiome; gastrointestinal tract; sparrows"
"Dietary emulsifiers impact the mouse gut microbiota promoting colitis and metabolic syndrome","Chassaing B, Koren O, Goodrich JK, Poole AC, Srinivasan S, Ley RE, Gewirtz AT",2015,"Article","10.1038/nature14232","The intestinal tract is inhabited by a large and diverse community of microbes collectively referred to as the gut microbiota. While the gut microbiota provides important benefits to its host, especially in metabolism and immune development, disturbance of the microbiota-host relationship is associated with numerous chronic inflammatory diseases, including inflammatory bowel disease and the group of obesity-associated diseases collectively referred to as metabolic syndrome. A primary means by which the intestine is protected from its microbiota is via multi-layered mucus structures that cover the intestinal surface, thereby allowing the vast majority of gut bacteria to be kept at a safe distance from epithelial cells that line the intestine. Thus, agents that disrupt mucus-bacterial interactions might have the potential to promote diseases associated with gut inflammation. Consequently, it has been hypothesized that emulsifiers, detergent-like molecules that are a ubiquitous component of processed foods and that can increase bacterial translocation across epithelia in vitro, might be promoting the increase in inflammatory bowel disease observed since the mid-twentieth century. Here we report that, in mice, relatively low concentrations of two commonly used emulsifiers, namely carboxymethylcellulose and polysorbate-80, induced low-grade inflammation and obesity/metabolic syndrome in wild-type hosts and promoted robust colitis in mice predisposed to this disorder. Emulsifier-induced metabolic syndrome was associated with microbiota encroachment, altered species composition and increased pro-inflammatory potential. Use of germ-free mice and faecal transplants indicated that such changes in microbiota were necessary and sufficient for both low-grade inflammation and metabolic syndrome. These results support the emerging concept that perturbed host-microbiota interactions resulting in low-grade inflammation can promote adiposity and its associated metabolic effects. Moreover, they suggest that the broad use of emulsifying agents might be contributing to an increased societal incidence of obesity/metabolic syndrome and other chronic inflammatory diseases. © 2015 Macmillan Publishers Limited.","; carboxymethylcellulose; polysorbate 80; carboxymethylcellulose; emulsifying agent; polysorbate; bacterium; cellulose; digestive system disorder; feces; immune system; metabolism; microbiology; mucus; obesity; rodent; translocation; animal experiment; animal model; animal tissue; article; bacterial translocation; cell membrane permeability; colitis; confocal microscopy; controlled study; female; fluorescence in situ hybridization; human; human tissue; intestine flora; limit of quantitation; male; metabolic syndrome x; microbial diversity; mouse; nonhuman; priority journal; quantitative analysis; reverse transcription polymerase chain reaction; species composition; adverse effects; animal; chemically induced; colitis; diet; drug effects; feces; gastrointestinal tract; germfree animal; inflammation; intestine mucosa; metabolic syndrome x; microbiology; microflora; obesity; pathology; bacteria (microorganisms); mus; adiposity; animals; carboxymethylcellulose sodium; colitis; diet; emulsifying agents; feces; female; gastrointestinal tract; germ-free life; inflammation; intestinal mucosa; male; metabolic syndrome x; mice; microbiota; obesity; polysorbates"
"Mechanisms governing avian phylosymbiosis: Genetic dissimilarity based on neutral and MHC regions exhibits little relationship with gut microbiome distributions of Galapagos mockingbirds","Fleischer R, Risely A, Hoeck PEA, Keller LF, Sommer S",2020,"Article","10.1002/ece3.6934","The gut microbiome of animals, which serves important functions but can also contain potential pathogens, is to varying degrees under host genetic control. This can generate signals of phylosymbiosis, whereby gut microbiome composition matches host phylogenetic structure. However, the genetic mechanisms that generate phylosymbiosis and the scale at which they act remain unclear. Two non-mutually exclusive hypotheses are that phylosymbiosis is driven by immunogenetic regions such as the major histocompatibility complex (MHC) controlling microbial composition, or by spatial structuring of neutral host genetic diversity via founder effects, genetic drift, or isolation by distance. Alternatively, associations between microbes and host phylogeny may be generated by their spatial autocorrelation across landscapes, rather than the direct effects of host genetics. In this study, we collected MHC, microsatellite, and gut microbiome data from separate individuals belonging to the Galapagos mockingbird species complex, which consists of four allopatrically distributed species. We applied multiple regression with distance matrices and Bayesian inference to test for correlations between average genetic and microbiome similarity across nine islands for which all three levels of data were available. Clustering of individuals by species was strongest when measured with microsatellite markers and weakest for gut microbiome distributions, with intermediate clustering of MHC allele frequencies. We found that while correlations between island-averaged gut microbiome composition and both microsatellite and MHC dissimilarity existed across species, these relationships were greatly weakened when accounting for geographic distance. Overall, our study finds little support for large-scale control of gut microbiome composition by neutral or adaptive genetic regions across closely related bird phylogenies, although this does not preclude the possibility that host genetics shapes gut microbiome at the individual level.","biogeography; host&#8211; microbe interactions; major histocompatibility complex; microsatellites; mimus sp; wildlife genetics; package"
"Comparative transcriptomes of the body wall of wild and farmed sea cucumber isostichopus badionotus","Martín-Hernández R, Rodríguez-Canul R, Kantún-Moreno N, Olvera-Novoa MA, Medina-Contreras O, Garikoitz-Legarda C, Triviño JC, Zamora-Briseño JA, May-Solis V, Poot-Salazar A, Pérez-Vega JA, Gil-Zamorano J, Grant G, Dávalos A, Olivera-Castillo L",2021,"Article","10.3390/ijms22083882","Overfishing of sea cucumber Isostichopus badionotus from Yucatan has led to a major population decline. They are being captured as an alternative to traditional species despite a paucity of information about their health-promoting properties. The transcriptome of the body wall of wild and farmed I. badionotus has now been studied for the first time by an RNA-Seq approach. The functional profile of wild I. badionotus was comparable with data in the literature for other regularly captured species. In contrast, the metabolism of first generation farmed I. badionotus was impaired. This had multiple possible causes including a sub-optimal growth environment and impaired nutrient utilization. Several key metabolic pathways that are important in effective handling and accretion of nutrients and energy, or clearance of harmful cellular metabolites, were disrupted or dysregulated. For instance, collagen mRNAs were greatly reduced and deposition of collagen proteins impaired. Wild I. badionotus is, therefore, a suitable alternative to other widely used species but, at present, the potential of farmed I. badionotus is unclear. The environmental or nutritional factors responsible for their impaired function in culture remain unknown, but the present data gives useful pointers to the underlying problems associated with their aquaculture. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","aquaculture; gene expression; holothurids; rna-sequencing; sea cucumber; transcriptome; collagen; messenger rna; rna; transcriptome; transcriptome; adult; article; clearance; comparative study; controlled study; energy; growth; isostichopus badionotus; metabolism; nonhuman; nutrient; rna sequencing; sea cucumber; animal; biology; domestic animal; gene expression profiling; gene ontology; genetics; procedures; reproducibility; sea cucumber; wild animal; animals; animals, domestic; animals, wild; computational biology; gene expression profiling; gene ontology; reproducibility of results; sea cucumbers; transcriptome"
"Identification of Bacterial Infection in Neotropical Primates","Menezes-Costa A, Machado-Ferreira E, Voloch CM, Bonvicino CR, Seuánez HN, Leoncini O, Soares CAG",2013,"Article","10.1007/s00248-013-0257-5","Emerging infectious diseases usually arise from wild animal populations. In the present work, we performed a screening for bacterial infection in natural populations of New World primates. The blood cell bulk DNAs from 181 individuals of four Platyrrhini genera were PCR screened for eubacterial 16S rRNA genes. Bacteria were detected and identified in 13 distinct individuals of Alouatta belzebul, Alouatta caraya, and Cebus apella monkeys from geographically distant regions in the states of Mato Grosso and Pará, Brazil. Sequence analyses showed that these Platyrrhini bacteria are closely related not only to human pathogens Pseudomonas spp. but also to Pseudomonas simiae and sheep-Acari infecting Pseudomonas spp. The identified Pseudomonas possibly represents a group of bacteria circulating in natural monkey populations. © 2013 Springer Science+Business Media New York.","; animal; animal disease; article; bacterial infection; bacterium; classification; genetics; haplorhini; human; isolation and purification; microbiology; molecular genetics; phylogeny; primate disease; wild animal; animals; animals, wild; bacteria; bacterial infections; haplorhini; humans; molecular sequence data; phylogeny; primate diseases"
"The induction of oxalate metabolism in vivo is more effective with functional microbial communities than with functional microbial species","Miller AW, Dale C, Dearing MD",2017,"Article","10.1128/mSystems.00088-17","For mammals, oxalate enters the body through the diet or is endogenously produced by the liver; it is removed by microbial oxalate metabolism in the gut and/or excretion in feces or urine. Deficiencies in any one of the these pathways can lead to complications, such as calcium oxalate urinary stones. While considerable research has been conducted on individual oxalate-degrading bacterial isolates, interactions between oxalate and the gut microbiota as a whole are unknown. We examined the reduction in oxalate excretion in a rat model following oral administration of fecal microbes from a mammalian herbivore adapted to a high oxalate diet or to fecal transplants consisting of two different formulations of mixed oxalatedegrading isolates. While all transplants elicited a significant reduction in oxalate excretion initially, the greatest effect was seen with fecal microbial transplants, which persisted even in the absence of dietary oxalate. The reduction in oxalate excretion in animals given fecal transplants corresponded with the establishment of diverse bacteria, including known oxalate-degrading bacteria and a cohesive network of bacteria centered on oxalate-degrading specialists from the Oxalobacteraceae family. Results suggested that the administration of a complete community of bacteria facilitates a cohesive balance in terms of microbial interactions. Our work offers important insights into the development of targeted bacteriotherapies intended to reduce urinary oxalate excretion in patients at risk for recurrent calcium oxalate stones as well as bacteriotherapies targeting other toxins for elimination. IMPORTANCE Oxalate is a central component in 80% of kidney stones. While mammals do not possess the enzymes to degrade oxalate, many gastrointestinal bacteria are efficient oxalate degraders. We examined the role of cohesive microbial networks for oxalate metabolism, using Sprague-Dawley rats as a model host. While the transplantation of oxalate-degrading bacteria alone to the Sprague-Dawley hosts did increase oxalate metabolism, fecal transplants from a wild mammalian herbivore, Neotoma albigula, had a significantly greater effect. Furthermore, the boost for oxalate metabolism persisted only in animals that received fecal transplants. Animals receiving fecal transplants had a more diverse and cohesive network of bacteria associated with the Oxalobacteraceae, a family known to consist of specialist oxalate-degrading bacteria, than did animals that received oxalate-degrading bacteria alone. Our results indicate that fecal transplants are more effective at transferring specific functions than are microbial specialists alone, which has broad implications for the development of bacteriotherapies. © 2017 Miller et al.","fecal transplant; gut microbiota; oxalate; probiotics; woodrat; "
"β2GPI exerts an anti-obesity effect in female mice by inhibiting lipogenesis and promoting lipolysis","Dong S, Qi M, Wang Y, Chen L, Weaver JC, Krilis SA, Giannakopoulos B",2017,"Article","10.18632/oncotarget.21536","In humans, males compared to females have increased visceral adipose tissue which contributes to their increased risk of early death. Mice display analogous sexual diamorphism whereby females are protected from weight gain when fed a high fat diet compared to males. A role has recently been reported for β2-glycoprotein I, an abundant plasma protein, in healthy leanness in humans. In this study we investigated the role of β2-glycoprotein I in fat metabolism in male and female mice fed a normal chow or high fat diet. We have made a number of novel insights into factors contributing to sexual diamorphism in obesity. Female wild type mice are protected from obesity when fed a high fat diet due to down regulation of lipogenesis in the visceral adipose tissues. This down regulation is due to β2-glycoprotein I as female mice deficient in this protein have increased levels of lipogenesis enzymes in their visceral adipose tissues with an accompanying increase in weight compared to female wild type controls. Understanding female specific regulators of obesity may lead to sex specific anti-obesity therapies to address this major health problem. © Dong et al.","apolipoprotein h; lipogenesis; obesity; sexual dimorphism; β2-glycoprotein i; beta2 glycoprotein 1; animal cell; animal experiment; animal model; animal tissue; article; body weight; controlled study; down regulation; female; intraperitoneal fat; lipid diet; lipogenesis; lipolysis; male; mouse; nonhuman; obesity; protein function; sex difference"
"Changes in digestive traits and body nutritional composition accommodate a trophic niche shift in Trinidadian guppies","Sullam KE, Dalton CM, Russell JA, Kilham SS, El-Sabaawi R, German DP, Flecker AS",2015,"Article","10.1007/s00442-014-3158-5","A trophic niche shift can occur as an adaptive response to environmental change such as altered resource quality, abundance or composition. Alterations in digestive traits such as gut morphology and physiology may enable these niche shifts and affect the persistence of populations and species. Relatively few studies, however, have assessed how niche shifts influence suites of digestive traits through phenotypic plasticity and evolutionary mechanisms, and how these trait changes can subsequently alter the nutrition, fitness and life history of organisms. We investigated how population divergence and plasticity alter the gut physiology of wild Trinidadian guppies (Poecilia reticulata), assessing whether variation in digestive traits correspond with enhanced nutrient assimilation under a pronounced dietary shift. We examined gut enzyme activity, and gut size and mass of wild guppies from both high-predation (HP) and low-predation (LP) habitats when reared in the laboratory and fed on high- or low-quality diets designed to reflect their dietary differences previously found in nature. After 10 weeks on the experimental diets, HP guppies maintained shorter and lighter guts than LP guppies on either diet. Guppies also differed in their digestive enzymatic profiles, more often reflecting nutrient balancing so that increased enzyme expression tended to correspond with more deficient nutrients in the diet. LP guppies had increased somatic phosphorus at the end of the experiment, possibly related to the higher alkaline phosphatase activity in their guts. Our results suggest that differences in gut physiology exist among populations of Trinidadian guppies that may reflect local adaptation to their disparate environments. © 2014, Springer-Verlag Berlin Heidelberg.","digestive enzymes; gut morphology; local adaptation; nutrient balancing; poecilia; stoichiometry; alkaline phosphatase; adaptation; anatomy and histology; animal; animal food; body composition; diet; digestion; ecosystem; enzymology; evolution; gastrointestinal tract; genetics; metabolism; nutritional status; phenotype; physiology; poecilia; predation; trinidad and tobago; adaptation, physiological; alkaline phosphatase; animal nutritional physiological phenomena; animals; biological evolution; body composition; diet; digestion; ecosystem; gastrointestinal tract; nutritional status; phenotype; poecilia; predatory behavior; trinidad and tobago"
"Gut microbiome is affected by inter-sexual and inter-seasonal variation in diet for thick-billed murres (Uria lomvia)","Góngora E, Elliott KH, Whyte L",2021,"Article","10.1038/s41598-020-80557-x","The role of the gut microbiome is increasingly being recognized by health scientists and veterinarians, yet its role in wild animals remains understudied. Variations in the gut microbiome could be the result of differential diets among individuals, such as variation between sexes, across seasons, or across reproductive stages. We evaluated the hypothesis that diet alters the avian gut microbiome using stable isotope analysis (SIA) and 16S rRNA gene sequencing. We present the first description of the thick-billed murre (Uria lomvia) fecal microbiome. The murre microbiome was dominated by bacteria from the genus Catellicoccus, ubiquitous in the guts of many seabirds. Microbiome variation was explained by murre diet in terms of proportion of littoral carbon, trophic position, and sulfur isotopes, especially for the classes Actinobacteria, Bacilli, Bacteroidia, Clostridia, Alphaproteobacteria, and Gammaproteobacteria. We also observed differences in the abundance of bacterial genera such as Catellicoccus and Cetobacterium between sexes and reproductive stages. These results are in accordance with behavioural observations of changes in diet between sexes and across the reproductive season. We concluded that the observed variation in the gut microbiome may be caused by individual prey specialization and may also be reinforced by sexual and reproductive stage differences in diet. © 2021, The Author(s).","; rna 16s; animal; bacterium; charadriiformes; climate; diet; environmental monitoring; feces; genetics; intestine flora; microbiology; physiology; procedures; reproduction; season; animals; bacteria; charadriiformes; climate; diet; environmental monitoring; feces; gastrointestinal microbiome; reproduction; rna, ribosomal, 16s; seasons"
"Cd1d-dependent regulation of bacterial colonization in the intestine of mice","Nieuwenhuis EES, Matsumoto T, Lindenbergh D, Willemsen R, Kaser A, Simons-Oosterhuis Y, Brugman S, Yamaguchi K, Ishikawa H, Aiba Y, Koga Y, Samsom JN, Oshima K, Kikuchi M, Escher JC, Hattori M, Onderdonk AB, Blumberg RS",2009,"Article","10.1172/JCI36509","The accumulation of certain species of bacteria in the intestine is involved in both tissue homeostasis and immune-mediated pathologies. The host mechanisms involved in controlling intestinal colonization with commensal bacteria are poorly understood. We observed that under specific pathogen-free or germ-free conditions, intragastric administration of Pseudomonas aeruginosa, E. coli, Staphylococcus aureus, or Lactobacillus gasseri resulted in increased colonization of the small intestine and bacterial translocation in mice lacking Cd1d, an MHC class I-like molecule, compared with WT mice. In contrast, activation of Cd1d-restricted T cells (NKT cells) with α- galactosylceramide caused diminished intestinal colonization with the same bacterial strains. We also found prominent differences in the composition of intestinal microbiota, including increased adherent bacteria, in Cd1d -/- mice in comparison to WT mice under specific pathogen-free conditions. Germ-free Cd1d-/- mice exhibited a defect in Paneth cell granule ultrastructure and ability to degranulate after bacterial colonization. In vitro, NKT cells were shown to induce the release of lysozyme from intestinal crypts. Together, these data support a role for Cd1d in regulating intestinal colonization through mechanisms that include the control of Paneth cell function.","; alpha galactosylceramide; cd1d antigen; lysozyme; alpha galactosylceramide; alpha-galactosylceramide; cd1d antigen; cd1d1 protein, mouse; galactosylceramide; rna 16s; animal experiment; article; bacterial colonization; bacterial strain; bacterial translocation; bacterium adherence; cell activation; cell function; cell granule; cell ultrastructure; controlled study; degranulation; enzyme release; escherichia coli; germfree animal; in vitro study; intestine crypt; intestine flora; lactobacillus gasseri; male; mouse; natural killer t cell; nonhuman; paneth cell; priority journal; pseudomonas aeruginosa; staphylococcus aureus; wild type; animal; bacterium; bagg albino mouse; c57bl mouse; chemistry; feces; immunology; intestine; intestine mucosa; lactobacillus; lymph node; microbiology; mouse mutant; physiology; secretory vesicle; small intestine; ultrastructure; animals; antigens, cd1d; bacteria; cell degranulation; escherichia coli; feces; galactosylceramides; intestinal mucosa; intestine, small; intestines; lactobacillus; lymph nodes; male; mice; mice, inbred balb c; mice, inbred c57bl; mice, knockout; natural killer t-cells; paneth cells; pseudomonas aeruginosa; rna, ribosomal, 16s; secretory vesicles; specific pathogen-free organisms; staphylococcus aureus"
"Transient inability to manage proteobacteria promotes chronic gut inflammation in TLR5-deficient mice","Carvalho FA, Koren O, Goodrich JK, Johansson MEV, Nalbantoglu I, Aitken JD, Su Y, Chassaing B, Walters WA, González A, Clemente JC, Cullender TC, Barnich N, Darfeuille-Michaud A, Vijay-Kumar M, Knight R, Ley RE, Gewirtz AT",2012,"Article","10.1016/j.chom.2012.07.004","Colitis results from breakdown of homeostasis between intestinal microbiota and the mucosal immune system, with both environmental and genetic influencing factors. Flagellin receptor TLR5-deficient mice (T5KO) display elevated intestinal proinflammatory gene expression and colitis with incomplete penetrance, providing a genetically sensitized system to study the contribution of microbiota to driving colitis. Both colitic and noncolitic T5KO exhibited transiently unstable microbiotas, with lasting differences in colitic T5KO, while their noncolitic siblings stabilized their microbiotas to resemble wild-type mice. Transient high levels of proteobacteria, especially enterobacteria species including E. coli, observed in close proximity to the gut epithelium were a striking feature of colitic microbiota. A Crohn's disease-associated E. coli strain induced chronic colitis in T5KO, which persisted well after the exogenously introduced bacterial species had been eliminated. Thus, an innate immune deficiency can result in unstable gut microbiota associated with low-grade inflammation, and harboring proteobacteria can drive and/or instigate chronic colitis. © 2012 Elsevier Inc.","; toll like receptor 5; animal experiment; animal model; animal tissue; article; bacterial load; bacterial strain; colitis; controlled study; crohn disease; escherichia coli; immunopathogenesis; innate immunity; intestine epithelium; intestine flora; mouse; mucosal immunity; nonhuman; priority journal; proteobacteria; signal transduction; wild type; animals; colitis; enterobacteriaceae; female; gastrointestinal tract; humans; male; metagenome; mice; mice, inbred c57bl; mice, knockout; proteobacteria; toll-like receptor 5; bacteria (microorganisms); enterobacteriaceae; mus; proteobacteria"
"Body-size Scaling is Related to Gut Microbial Diversity, Metabolism and Dietary Niche of Arboreal Folivorous Flying Squirrels","Liu P-Y, Cheng A-C, Huang S-W, Lu H-P, Oshida T, Liu W, Yu H-T",2020,"Article","10.1038/s41598-020-64801-y","Thermal homeostasis of mammals is constrained by body-size scaling. Consequently, small mammals require considerable energy to maintain a high mass-specific metabolic rate (MSMR) and sustain target body temperature. In association with gut microbiota, mammalian hosts acquire absorbable molecules and fulfill their metabolic requirements. Our objective was to characterize gut microbes in wild mammals and relate those findings to host body-size scaling. Two large (Petaurista philippensis grandis and P. alborufus lena), one medium (Trogopterus xanthipes) and one small (Pteromys volans orii) species of flying squirrels (FS) were studied. Using 16S rRNA genes, 1,104 OTUs were detected from four FS, with 1.99% of OTUs shared among all FS. Although all FS gut microbiota were dominated by Firmicutes, they were constituted by different bacterial families. Moreover, Bacteroidetes accounted for up to 19% of gut microbiota in small FS, but was absent in large FS. Finally, based on metagenome predictions, carbohydrate and amino acid metabolism genes were enriched in small body-size FS. In conclusion, gut microbiota compositions and predictive metabolic functions were characteristic of body-size in FS, consistent with their adaptations to folivorous dietary niches. © 2020, The Author(s).","; rna 16s; animal; bacteroidetes; body size; diet; feces; firmicutes; genetic variation; genetics; intestine flora; metabolism; metagenome; microbiology; phylogeny; sciuridae; animals; bacteroidetes; body size; diet; feces; firmicutes; gastrointestinal microbiome; genetic variation; metagenome; phylogeny; rna, ribosomal, 16s; sciuridae"
"Killing with kindness: Does widespread generalised provisioning of wildlife help or hinder biodiversity conservation efforts?","Shutt JD, Lees AC",2021,"Short Survey","10.1016/j.biocon.2021.109295","Provisioning of wildlife with food, water and breeding sites is a globally ubiquitous phenomenon. While some provisioning is targeted at single species of conservation concern, generalised provisioning is more common and can exceed the local availability of natural resources for recipient taxa. Generalised provisioning is enthusiastically promoted by many conservation organisations as a means to foster connection with nature and help wildlife. However, such a vast input of additional resources into the environment must have diverse, ecosystem-wide consequences. Direct effects upon recipient taxa have garnered most research interest, and are generally positive in leading to increased survival, productivity and hence population growth. However, we argue that the wider implications for the recipients' non-provisioned competitors, prey and predators are underappreciated and have the potential to generate pervasive negative impacts for biodiversity. The impact of provisioning has also hitherto been considered predominantly in urban contexts, overlooking the movements of wildlife to and from provisioning sources and the widespread nature of both human settlements and provisioning, underappreciating the potential scale of impact. Using a case study of UK garden bird food and nestbox provisioning, we hypothesise how well-intentioned provisioning could be contributing to widespread ecological community change and homogenisation. This may consequently help drive declines in species of conservation concern by asymmetrically benefitting common and adaptable species, leaving their competitors exposed to enhanced direct competition, hyperpredation, mesopredator release and heightened disease transmission risks. We recommend further research into these ecosystem cascades and a more cautious, evidence-based approach to the encouragement of provisioning wildlife. © 2021 Elsevier Ltd","biotic homogenisation; bird feeding; competition; human-wildlife interaction; hyperpredation; supplementary resources; biodiversity; disease transmission; ecosystem function; human settlement; nest box; numerical model; risk assessment; survival; wildlife management"
"Intestinal epithelial Toll-like receptor 4 prevents metabolic syndrome by regulating interactions between microbes and intestinal epithelial cells in mice","Lu P, Sodhi CP, Yamaguchi Y, Jia H, Prindle T, Fulton WB, Vikram A, Bibby KJ, Morowitz MJ, Hackam DJ",2018,"Article","10.1038/mi.2017.114","Little is known about the pathogenesis of metabolic syndrome, although Toll-like receptor 4 (TLR4) has been implicated. We investigated whether TLR4 in the intestinal epithelium regulates metabolic syndrome by coordinating interactions between the luminal microbiota and host genes that regulate metabolism. Mice lacking TLR4 in the intestinal epithelium (TLR4 ""IEC), but not mice lacking TLR4 in myeloid cells nor mice lacking TLR4 globally, developed metabolic syndrome; these features were not observed in TLR4 ""IEC mice given antibiotics. Metagenomic analysis of the fecal microbiota revealed differences between TLR4 ""IEC and wild-type mice, while meta-transcriptome analysis of the microbiota showed that intestinal TLR4 affected the expression of microbial genes involved in the metabolism of lipids, amino acids, and nucleotides. Genes regulated by peroxisome proliferator-activated receptors (PPARs) and the antimicrobial peptide lysozyme were significantly downregulated in TLR4 ""IEC mice, suggesting a mechanism by which intestinal TLR4 could exert its effects on the microbiota and metabolic syndrome. Supportingly, antibiotics prevented both downregulation of PPAR genes and the development of metabolic syndrome, while PPAR agonists prevented development of metabolic syndrome in TLR4 ""IEC mice. Thus, intestinal epithelial TLR4 regulates metabolic syndrome through altered host-bacterial signaling, suggesting that microbial or PPAR-based strategies might have therapeutic potential for this disease. © The Author(s) 2018.","; antibiotic agent; cholesterol; ghrelin; messenger rna; peroxisome proliferator activated receptor; toll like receptor 4; transcriptome; triacylglycerol; lysozyme; peroxisome proliferator activated receptor gamma; tlr4 protein, mouse; toll like receptor 4; animal tissue; article; body weight; bone marrow cell; cholesterol blood level; controlled study; down regulation; fat content; feces microflora; gene; gene expression; gene frequency; insulin resistance; intestine epithelium cell; intestine flora; lipid diet; lipid metabolism; lipid storage; metabolic syndrome x; metagenomics; microorganism; mouse; nonhuman; phenotype; ppar gene; priority journal; protein expression; species diversity; triacylglycerol blood level; animal; cell culture; genetics; host pathogen interaction; immunology; intestine mucosa; knockout mouse; metabolic syndrome x; metabolism; microbiology; microflora; physiology; signal transduction; animals; cells, cultured; host-pathogen interactions; intestinal mucosa; metabolic syndrome; mice; mice, knockout; microbiota; muramidase; ppar gamma; signal transduction; toll-like receptor 4"
"Shifting microbiomes complement life stage transitions and diet of the bird parasite Philornis downsi from the Galapagos Islands","Jose PA, Ben-Yosef M, Lahuatte P, Causton CE, Heimpel GE, Jurkevitch E, Yuval B",2021,"Article","10.1111/1462-2920.15435","Domestication disconnects an animal from its natural environment and diet, imposing changes in the attendant microbial community. We examine these changes in Philornis downsi (Muscidae), an invasive parasitic fly of land birds in the Galapagos Islands. Using a 16S rDNA profiling approach we studied the microbiome of larvae and adults of wild and laboratory-reared populations. These populations diverged in their microbiomes, significantly more so in larval than in adult flies. In field-collected second-instar larvae, Klebsiella (70.3%) was the most abundant taxon, while in the laboratory Ignatzschineria and Providencia made up 89.2% of the community. In adults, Gilliamella and Dysgonomonas were key members of the core microbiome of field-derived females and males but had no or very low representation in the laboratory. Adult flies harbour sex-specific microbial consortia in their gut, as male core microbiomes were significantly dominated by Klebsiella. Thus, P. downsi microbiomes are dynamic and shift correspondingly with life cycle and diet. Sex-specific foraging behaviour of adult flies and nest conditions, which are absent in the laboratory, may contribute to shaping distinct larval, and adult male and female microbiomes. We discuss these findings in the context of microbe–host co-evolution and the implications for control measures. © 2021 Society for Applied Microbiology and John Wiley & Sons Ltd.","; "
